;Gender;EthnicGroup;ParentEduc;LunchType;TestPrep;ParentMaritalStatus;PracticeSport;IsFirstChild;NrSiblings;TransportMeans;WklyStudyHours;MathScore;ReadingScore;WritingScore
793;male;group C;some high school;standard;none;single;sometimes;yes;3;private;5 - 10;74;79;75
793;female;group C;some high school;standard;completed;single;sometimes;yes;3;school_bus;5 - 10;79;94;96
793;male;group B;master's degree;standard;none;married;regularly;yes;4;school_bus;> 10;59;54;60
793;female;group E;some high school;standard;completed;married;regularly;no;5;private;5 - 10;66;79;79
794;male;group D;some high school;free/reduced;completed;married;regularly;yes;0;school_bus;5 - 10;46;54;56
794;female;group B;some high school;standard;completed;married;regularly;yes;0;school_bus;5 - 10;74;87;91
794;female;group C;bachelor's degree;standard;none;married;regularly;yes;0;private;5 - 10;67;87;83
794;male;group C;associate's degree;standard;none;married;sometimes;yes;0;private;5 - 10;51;49;47
794;female;;some college;free/reduced;none;single;sometimes;yes;0;school_bus;5 - 10;57;78;70
794;female;group A;high school;standard;none;;sometimes;yes;0;private;5 - 10;72;88;88
794;female;group B;high school;standard;none;widowed;regularly;yes;1;school_bus;5 - 10;;52;52
794;male;group B;high school;standard;none;married;sometimes;yes;1;private;< 5;79;79;73
794;female;group D;some college;standard;none;single;sometimes;yes;1;;5 - 10;66;74;75
794;female;group D;high school;free/reduced;none;married;regularly;yes;1;;5 - 10;49;59;64
794;female;group B;some college;free/reduced;none;married;regularly;no;1;school_bus;5 - 10;50;72;70
794;male;group B;high school;standard;completed;married;regularly;yes;1;private;5 - 10;90;89;87
794;male;group E;master's degree;free/reduced;completed;divorced;sometimes;yes;1;school_bus;> 10;75;79;80
794;male;group C;some college;free/reduced;completed;married;regularly;no;1;school_bus;5 - 10;64;60;63
794;female;group A;some college;standard;;married;sometimes;yes;1;private;5 - 10;54;61;61
794;female;group C;some college;free/reduced;completed;married;sometimes;no;1;private;> 10;78;86;92
794;male;group C;some college;free/reduced;none;married;sometimes;yes;1;private;5 - 10;41;52;49
794;male;group C;high school;standard;none;married;sometimes;yes;1;;5 - 10;82;78;79
794;female;group C;high school;free/reduced;;single;regularly;yes;1;school_bus;5 - 10;38;49;48
794;female;;some college;standard;none;;sometimes;yes;2;school_bus;5 - 10;55;61;57
794;female;group E;some high school;standard;completed;single;never;no;2;school_bus;< 5;89;97;95
794;female;group E;high school;standard;completed;married;sometimes;no;2;school_bus;< 5;82;77;82
794;male;group C;high school;standard;completed;married;regularly;no;2;school_bus;5 - 10;;70;68
794;male;group C;some college;standard;none;married;regularly;no;2;school_bus;5 - 10;;53;49
794;male;group B;some high school;standard;none;single;regularly;yes;;school_bus;5 - 10;;52;45
794;female;group D;some college;free/reduced;none;single;sometimes;yes;3;;> 10;72;82;79
794;female;;master's degree;standard;completed;married;never;yes;3;school_bus;5 - 10;89;90;97
794;female;group A;high school;free/reduced;completed;married;sometimes;yes;3;private;> 10;40;50;51
794;female;group C;high school;free/reduced;none;;sometimes;yes;3;private;5 - 10;70;82;82
794;male;group B;high school;standard;none;single;regularly;no;4;;5 - 10;67;72;65
794;male;group C;bachelor's degree;standard;completed;married;sometimes;no;4;school_bus;5 - 10;;63;68
795;female;group D;high school;standard;completed;married;sometimes;yes;0;school_bus;< 5;52;75;68
795;female;group A;bachelor's degree;standard;none;married;regularly;yes;0;school_bus;5 - 10;55;65;62
795;female;;master's degree;standard;none;married;sometimes;yes;0;school_bus;< 5;36;37;42
795;male;group A;associate's degree;standard;none;married;regularly;yes;0;school_bus;> 10;77;78;72
795;male;group A;bachelor's degree;standard;completed;married;never;yes;0;school_bus;< 5;63;56;53
795;male;group C;associate's degree;standard;none;married;regularly;yes;0;;< 5;68;62;65
795;male;group B;some high school;standard;none;married;sometimes;yes;1;school_bus;> 10;71;66;63
795;female;group C;some college;standard;none;single;regularly;;1;private;< 5;43;50;51
795;female;group C;high school;standard;completed;divorced;sometimes;no;1;private;5 - 10;69;85;85
795;male;group B;some college;free/reduced;none;single;sometimes;yes;1;private;5 - 10;40;37;33
795;female;group B;some high school;standard;none;married;sometimes;yes;1;school_bus;> 10;76;80;75
795;female;group D;some college;free/reduced;completed;divorced;sometimes;no;2;private;5 - 10;;74;73
795;female;group D;bachelor's degree;standard;none;married;regularly;;2;school_bus;< 5;91;99;100
795;male;group D;;standard;completed;single;sometimes;no;2;private;5 - 10;81;78;81
795;female;group C;high school;standard;completed;married;sometimes;yes;2;school_bus;5 - 10;;81;78
795;male;group C;some college;free/reduced;completed;divorced;sometimes;yes;2;school_bus;5 - 10;77;67;70
795;female;group C;some high school;free/reduced;;married;regularly;yes;2;private;> 10;72;75;80
795;female;group B;master's degree;standard;none;single;never;yes;;school_bus;< 5;59;58;59
795;female;group E;associate's degree;free/reduced;completed;divorced;regularly;no;3;private;5 - 10;58;69;74
795;male;group D;bachelor's degree;standard;completed;single;sometimes;yes;3;school_bus;5 - 10;88;84;88
795;male;group B;associate's degree;free/reduced;none;married;sometimes;no;3;private;> 10;82;75;76
795;female;group C;some high school;free/reduced;completed;married;regularly;yes;3;;< 5;44;61;62
795;female;;some college;standard;none;married;never;yes;3;private;> 10;64;74;65
795;female;group C;high school;free/reduced;completed;married;sometimes;yes;3;private;5 - 10;63;68;63
795;male;group C;master's degree;standard;none;single;regularly;yes;3;private;5 - 10;77;56;60
795;female;group C;some high school;standard;none;married;regularly;no;3;school_bus;5 - 10;69;69;61
795;male;group B;master's degree;standard;none;married;sometimes;yes;4;;< 5;90;81;75
795;male;group C;;standard;completed;married;regularly;no;4;school_bus;5 - 10;84;85;87
795;male;group B;some college;standard;completed;married;sometimes;yes;4;school_bus;> 10;96;98;90
795;female;group C;some college;free/reduced;none;single;regularly;yes;4;school_bus;< 5;24;38;38
795;male;group B;associate's degree;standard;none;married;regularly;yes;5;private;5 - 10;58;64;64
796;male;group D;high school;standard;none;divorced;sometimes;yes;0;private;5 - 10;;70;70
796;male;group B;some high school;standard;none;married;regularly;;0;private;5 - 10;67;64;62
796;female;group B;some high school;free/reduced;none;married;regularly;yes;0;;5 - 10;33;32;36
796;female;group C;high school;standard;none;married;regularly;yes;0;school_bus;5 - 10;70;63;68
796;male;group C;some high school;standard;completed;married;sometimes;yes;0;private;< 5;50;51;50
796;female;group D;high school;standard;completed;single;sometimes;yes;1;;5 - 10;37;52;50
796;male;group B;some high school;free/reduced;completed;married;regularly;no;1;school_bus;5 - 10;73;70;72
796;male;;some high school;standard;;married;never;yes;1;private;;;49;48
796;female;group B;some high school;free/reduced;none;single;sometimes;yes;1;private;5 - 10;33;42;38
796;male;group B;some college;standard;none;married;never;yes;1;private;< 5;74;58;57
796;male;group C;some high school;standard;none;married;sometimes;no;1;private;5 - 10;55;62;51
796;male;group E;some college;standard;none;married;regularly;yes;1;;< 5;54;40;41
796;male;group C;master's degree;free/reduced;none;single;sometimes;yes;1;;5 - 10;52;45;42
796;male;group C;some college;free/reduced;completed;married;never;no;1;school_bus;< 5;56;61;55
796;female;group C;high school;free/reduced;completed;married;never;no;1;private;> 10;;62;68
796;male;group D;associate's degree;standard;completed;married;sometimes;yes;2;school_bus;< 5;;70;66
796;female;group D;bachelor's degree;standard;none;divorced;regularly;yes;2;school_bus;5 - 10;82;93;98
796;female;group E;some college;standard;;married;sometimes;no;2;school_bus;5 - 10;;86;86
796;male;group C;some college;standard;none;married;sometimes;no;2;;< 5;62;62;57
796;female;group B;associate's degree;standard;none;married;regularly;yes;2;school_bus;< 5;66;84;84
796;male;group C;master's degree;standard;none;divorced;regularly;yes;2;school_bus;5 - 10;79;78;77
796;female;group E;some college;standard;none;married;never;no;2;school_bus;> 10;55;62;64
796;male;group D;bachelor's degree;free/reduced;completed;married;sometimes;yes;3;private;5 - 10;;74;73
796;male;group D;bachelor's degree;free/reduced;none;married;never;yes;3;private;> 10;67;70;67
796;female;group B;some high school;free/reduced;none;single;sometimes;yes;3;;< 5;53;69;67
796;female;group C;high school;free/reduced;none;single;sometimes;yes;3;private;< 5;36;49;47
796;male;group B;associate's degree;standard;completed;married;regularly;no;3;private;5 - 10;65;69;71
796;female;group D;high school;free/reduced;none;divorced;sometimes;yes;5;school_bus;< 5;45;59;58
796;male;group D;some high school;standard;none;single;sometimes;no;5;private;< 5;75;72;68
796;male;group C;master's degree;standard;none;married;sometimes;yes;5;private;5 - 10;89;87;85
796;female;group C;some high school;standard;none;married;regularly;yes;5;;5 - 10;48;60;55
797;female;group E;associate's degree;free/reduced;none;married;sometimes;yes;0;school_bus;5 - 10;70;84;81
797;male;group D;high school;standard;completed;divorced;sometimes;yes;0;school_bus;5 - 10;83;83;89
797;female;group B;some college;free/reduced;none;married;sometimes;yes;0;school_bus;< 5;51;68;61
797;female;;high school;free/reduced;none;divorced;sometimes;yes;0;private;< 5;59;74;73
797;female;group C;some college;free/reduced;none;married;sometimes;yes;0;private;5 - 10;;64;60
797;male;group D;;standard;none;married;never;no;1;school_bus;< 5;77;71;72
797;female;group D;high school;standard;none;married;sometimes;yes;1;school_bus;5 - 10;78;93;97
797;female;group C;master's degree;free/reduced;completed;divorced;sometimes;no;1;school_bus;5 - 10;42;59;61
797;female;group C;some high school;standard;completed;married;never;yes;1;school_bus;< 5;44;64;52
797;female;group B;associate's degree;free/reduced;none;married;never;no;1;school_bus;5 - 10;47;72;64
797;female;group C;some college;free/reduced;completed;divorced;sometimes;yes;1;private;< 5;49;64;62
797;male;group D;some high school;free/reduced;none;married;never;no;2;school_bus;5 - 10;64;60;57
797;male;group D;master's degree;free/reduced;completed;divorced;sometimes;yes;2;private;< 5;70;75;80
797;male;group E;master's degree;standard;none;married;regularly;yes;2;private;5 - 10;86;81;83
797;female;;;standard;completed;single;regularly;no;2;;< 5;55;71;72
797;female;group E;high school;free/reduced;none;married;never;no;2;private;;57;56;57
797;female;group E;high school;standard;none;single;sometimes;no;2;school_bus;< 5;60;66;64
797;male;group C;some high school;standard;completed;married;sometimes;yes;2;school_bus;< 5;77;70;71
797;female;group E;high school;standard;none;single;regularly;no;;school_bus;5 - 10;;80;75
797;male;group E;some high school;standard;none;single;regularly;yes;;private;> 10;95;81;80
797;male;group D;some college;standard;none;single;sometimes;no;3;;5 - 10;77;67;62
797;female;group A;some high school;standard;none;married;regularly;yes;3;school_bus;;51;69;64
797;male;group B;associate's degree;standard;completed;married;regularly;yes;3;private;< 5;59;53;51
797;male;group B;;standard;completed;divorced;sometimes;yes;3;;5 - 10;39;46;49
797;male;group B;bachelor's degree;standard;;married;sometimes;no;3;private;5 - 10;72;75;72
797;female;group C;;standard;none;married;regularly;yes;3;private;5 - 10;50;49;57
797;male;group A;associate's degree;standard;completed;single;sometimes;no;3;school_bus;< 5;66;70;70
797;female;group B;high school;standard;none;divorced;regularly;yes;4;;5 - 10;47;60;55
797;female;group D;some college;free/reduced;none;single;sometimes;yes;4;school_bus;> 10;49;65;65
797;female;group E;associate's degree;free/reduced;none;married;regularly;yes;5;school_bus;< 5;83;82;89
797;male;group D;some high school;standard;completed;single;regularly;yes;6;private;5 - 10;70;63;61
798;male;group B;associate's degree;standard;none;divorced;regularly;yes;0;private;> 10;91;90;88
798;male;group D;some high school;standard;completed;married;sometimes;;0;private;< 5;81;59;72
798;female;group C;bachelor's degree;free/reduced;none;married;sometimes;yes;0;school_bus;> 10;81;83;87
798;female;group C;some college;standard;;married;sometimes;yes;0;school_bus;< 5;;84;86
798;male;group C;associate's degree;standard;completed;married;regularly;yes;0;school_bus;5 - 10;67;52;56
798;female;group C;some high school;standard;none;married;regularly;yes;0;;< 5;79;83;82
798;male;group D;some high school;standard;completed;married;sometimes;no;1;school_bus;< 5;90;94;89
798;male;group E;some high school;standard;none;widowed;sometimes;yes;1;;5 - 10;;60;64
798;male;group D;high school;standard;none;single;sometimes;yes;1;;< 5;64;50;47
798;male;group A;high school;standard;none;widowed;;yes;1;private;5 - 10;;64;67
798;female;group D;some college;standard;none;;sometimes;no;1;school_bus;5 - 10;86;96;94
798;male;group D;high school;standard;none;single;regularly;no;1;private;< 5;64;52;54
798;male;group B;bachelor's degree;free/reduced;none;single;sometimes;yes;1;private;5 - 10;88;77;76
798;male;group B;associate's degree;free/reduced;completed;married;sometimes;no;1;school_bus;5 - 10;63;67;63
798;female;group D;high school;standard;none;married;sometimes;no;2;;5 - 10;64;71;72
798;male;group B;associate's degree;free/reduced;none;married;sometimes;no;2;private;5 - 10;43;47;47
798;female;group B;high school;standard;none;single;sometimes;no;2;school_bus;5 - 10;57;69;66
798;female;group C;some college;standard;completed;divorced;never;no;2;private;;76;83;80
798;male;group C;high school;standard;none;married;sometimes;no;2;school_bus;< 5;61;51;49
798;female;;master's degree;standard;none;married;sometimes;no;2;school_bus;> 10;71;83;80
798;female;group D;master's degree;standard;none;married;sometimes;yes;3;school_bus;5 - 10;;100;100
798;male;group B;bachelor's degree;free/reduced;none;single;regularly;yes;3;school_bus;5 - 10;49;47;56
798;female;group B;high school;free/reduced;none;married;regularly;no;3;school_bus;5 - 10;54;58;55
798;female;group D;;standard;completed;married;regularly;yes;3;;< 5;51;65;65
798;female;group D;some college;free/reduced;none;married;sometimes;yes;3;private;5 - 10;47;61;58
798;female;group D;some college;standard;none;married;sometimes;;3;;< 5;89;98;93
798;male;group E;high school;standard;completed;single;never;yes;3;private;5 - 10;89;83;82
798;male;group E;some college;free/reduced;completed;;sometimes;yes;3;school_bus;< 5;54;49;51
798;male;group E;some high school;free/reduced;none;married;sometimes;yes;3;private;> 10;77;70;67
798;male;group E;;standard;none;married;sometimes;no;4;private;5 - 10;69;60;54
798;male;group E;some college;standard;none;married;regularly;no;4;school_bus;< 5;60;52;47
799;female;group D;associate's degree;standard;completed;married;sometimes;yes;0;school_bus;5 - 10;72;80;89
799;female;group D;high school;standard;completed;married;never;yes;0;school_bus;< 5;75;85;88
799;male;group E;some high school;standard;none;married;sometimes;yes;1;private;5 - 10;69;67;63
799;female;group D;some high school;standard;completed;married;sometimes;yes;1;school_bus;5 - 10;53;61;64
799;male;group C;some high school;standard;none;married;sometimes;yes;1;private;5 - 10;67;55;57
799;female;group C;associate's degree;standard;none;single;regularly;yes;1;school_bus;5 - 10;41;55;55
799;male;group C;master's degree;standard;completed;married;sometimes;no;1;private;> 10;85;71;74
799;male;group C;high school;standard;none;single;never;yes;1;private;< 5;86;74;74
799;female;group C;some college;standard;completed;married;sometimes;no;1;;5 - 10;77;81;83
799;female;group C;associate's degree;standard;completed;married;regularly;no;1;school_bus;5 - 10;77;83;91
799;female;group B;some high school;standard;none;married;regularly;yes;1;school_bus;5 - 10;65;68;70
799;male;group E;bachelor's degree;free/reduced;none;married;regularly;no;1;school_bus;5 - 10;60;59;52
799;female;;some college;free/reduced;none;single;regularly;no;2;private;5 - 10;;70;67
799;male;group E;high school;free/reduced;none;married;sometimes;yes;2;school_bus;< 5;79;83;74
799;female;group C;high school;standard;completed;married;regularly;no;2;school_bus;5 - 10;76;92;94
799;male;group C;associate's degree;standard;none;divorced;regularly;;2;private;< 5;64;57;55
799;female;group E;some college;standard;completed;married;sometimes;no;2;private;> 10;72;76;78
799;female;group C;associate's degree;standard;none;married;never;yes;;school_bus;5 - 10;;54;55
799;male;group C;associate's degree;standard;completed;married;regularly;no;;school_bus;5 - 10;;78;78
799;female;group D;some college;standard;none;married;regularly;no;3;private;< 5;;52;56
799;female;group D;some college;free/reduced;completed;married;sometimes;yes;3;school_bus;< 5;74;87;91
799;female;group C;some high school;free/reduced;none;married;sometimes;yes;3;school_bus;< 5;47;68;54
799;female;group C;some college;standard;none;married;regularly;no;3;private;5 - 10;89;100;97
799;female;group B;high school;standard;completed;married;sometimes;yes;4;school_bus;< 5;61;65;68
799;female;group D;some high school;free/reduced;completed;single;sometimes;yes;4;private;5 - 10;58;62;68
799;male;group E;associate's degree;free/reduced;none;married;never;no;4;school_bus;5 - 10;76;77;68
799;female;group C;high school;standard;;married;sometimes;no;4;;> 10;65;74;71
799;male;group B;some high school;free/reduced;none;married;regularly;yes;6;school_bus;< 5;64;66;63
799;female;group C;some college;free/reduced;none;married;regularly;no;6;;< 5;21;41;41
799;female;group D;master's degree;free/reduced;none;single;sometimes;yes;7;school_bus;5 - 10;;91;85
8;female;group D;some high school;standard;none;married;regularly;yes;0;private;5 - 10;61;66;67
8;male;group D;some college;standard;completed;divorced;sometimes;yes;1;private;< 5;;65;62
8;female;;bachelor's degree;standard;none;married;sometimes;yes;1;school_bus;5 - 10;82;88;93
8;female;group A;master's degree;standard;completed;married;sometimes;yes;1;school_bus;5 - 10;89;100;100
8;female;group C;high school;free/reduced;none;married;regularly;yes;1;school_bus;> 10;41;50;56
8;female;group C;some college;standard;none;married;sometimes;no;1;school_bus;> 10;38;46;46
8;female;group C;associate's degree;free/reduced;completed;single;sometimes;yes;1;school_bus;5 - 10;60;75;79
8;male;group C;associate's degree;free/reduced;completed;single;sometimes;no;1;private;5 - 10;76;66;64
8;male;group E;associate's degree;standard;completed;married;regularly;yes;1;school_bus;5 - 10;84;79;75
8;female;group C;some college;free/reduced;completed;divorced;regularly;yes;1;;5 - 10;58;76;74
8;female;group C;high school;standard;none;married;never;yes;1;school_bus;5 - 10;36;52;46
8;female;group B;;standard;completed;married;sometimes;yes;2;school_bus;5 - 10;76;87;83
8;female;group C;bachelor's degree;standard;none;;sometimes;no;2;school_bus;> 10;76;76;82
8;female;group C;some college;standard;none;married;sometimes;yes;2;private;5 - 10;75;75;75
8;female;group E;high school;standard;completed;single;sometimes;yes;2;private;5 - 10;75;78;80
8;female;group D;associate's degree;standard;completed;married;regularly;yes;;private;> 10;;71;76
8;female;group E;some high school;standard;completed;married;sometimes;no;;school_bus;< 5;;68;64
8;male;group D;high school;free/reduced;completed;single;sometimes;no;3;private;> 10;;64;68
8;male;group D;high school;standard;completed;divorced;sometimes;yes;3;school_bus;5 - 10;72;72;61
8;male;group D;high school;free/reduced;completed;single;sometimes;no;3;school_bus;< 5;58;65;60
8;female;group D;associate's degree;standard;none;married;regularly;no;3;school_bus;> 10;95;94;100
8;female;group B;some college;standard;completed;;regularly;yes;3;school_bus;> 10;67;69;77
8;male;group C;associate's degree;free/reduced;none;single;never;no;3;private;< 5;73;71;66
8;male;group C;associate's degree;standard;none;married;regularly;no;3;private;5 - 10;48;54;56
8;male;group E;high school;standard;completed;married;regularly;yes;3;school_bus;< 5;90;84;85
8;male;group D;associate's degree;standard;completed;married;sometimes;yes;4;school_bus;< 5;64;68;75
8;female;group C;some college;standard;none;married;sometimes;yes;4;private;< 5;68;69;68
8;female;group C;associate's degree;standard;completed;married;regularly;no;4;school_bus;5 - 10;72;75;79
8;male;group D;high school;free/reduced;none;married;sometimes;yes;5;private;5 - 10;74;57;58
8;male;group A;bachelor's degree;standard;none;married;sometimes;;7;school_bus;;;83;74
80;female;group B;associate's degree;standard;none;married;regularly;yes;0;private;> 10;49;50;52
80;female;group D;some college;standard;none;married;sometimes;yes;0;school_bus;5 - 10;78;94;96
80;male;group B;;standard;none;married;sometimes;yes;0;;< 5;60;56;49
80;female;group C;high school;standard;none;divorced;regularly;yes;0;school_bus;< 5;59;64;61
80;female;group D;associate's degree;standard;completed;married;regularly;yes;1;private;;75;85;88
80;male;group C;some high school;standard;none;divorced;sometimes;yes;1;private;5 - 10;87;80;76
80;male;group C;master's degree;free/reduced;completed;divorced;regularly;yes;1;;< 5;76;81;82
80;female;group C;associate's degree;standard;completed;married;regularly;yes;1;school_bus;5 - 10;90;100;100
80;female;group A;master's degree;standard;none;divorced;never;yes;1;school_bus;;68;81;79
80;male;group C;associate's degree;standard;none;single;regularly;yes;1;school_bus;> 10;98;92;94
80;male;group D;associate's degree;standard;completed;divorced;sometimes;no;2;school_bus;5 - 10;95;97;94
80;male;group B;associate's degree;standard;completed;married;;yes;2;private;< 5;55;46;51
80;male;group C;some high school;standard;none;married;never;no;2;private;5 - 10;51;39;35
80;male;group D;some college;standard;none;married;sometimes;yes;;school_bus;> 10;;55;61
80;female;group D;high school;standard;completed;single;never;yes;;school_bus;5 - 10;;88;86
80;female;group C;;free/reduced;none;married;sometimes;yes;;school_bus;5 - 10;33;46;47
80;female;group A;some high school;standard;none;married;sometimes;no;3;school_bus;< 5;70;83;78
80;female;group B;some college;standard;;divorced;sometimes;no;3;school_bus;5 - 10;;81;89
80;male;group D;associate's degree;free/reduced;none;married;sometimes;no;3;school_bus;> 10;52;65;60
80;female;group C;master's degree;standard;completed;single;sometimes;yes;3;school_bus;5 - 10;98;100;100
80;male;group A;some college;standard;completed;single;sometimes;no;3;private;5 - 10;67;64;65
80;male;;high school;standard;none;married;sometimes;yes;3;private;> 10;67;53;47
80;female;group C;high school;free/reduced;none;married;sometimes;no;3;private;> 10;38;49;43
80;female;group B;some high school;standard;none;single;sometimes;no;3;school_bus;5 - 10;60;81;73
80;female;group C;some college;standard;none;married;regularly;no;3;private;5 - 10;77;74;75
80;male;group C;some high school;standard;none;married;sometimes;yes;3;private;< 5;53;40;42
80;male;group D;associate's degree;free/reduced;none;married;regularly;no;4;school_bus;5 - 10;40;34;33
80;male;group C;some college;standard;completed;single;sometimes;yes;4;school_bus;5 - 10;68;64;63
80;female;group C;some college;standard;none;married;regularly;yes;4;private;< 5;45;54;55
80;female;group D;some college;standard;completed;divorced;regularly;no;5;school_bus;5 - 10;67;73;82
80;male;group B;master's degree;standard;none;married;sometimes;no;7;private;;;62;62
800;male;group D;master's degree;standard;completed;married;regularly;yes;0;school_bus;5 - 10;70;71;78
800;female;group C;bachelor's degree;standard;none;married;sometimes;yes;0;school_bus;5 - 10;60;71;73
800;male;group D;some high school;standard;completed;single;sometimes;yes;1;school_bus;> 10;69;55;56
800;female;group E;high school;free/reduced;completed;married;sometimes;yes;1;private;< 5;90;91;93
800;male;group A;some high school;standard;completed;married;sometimes;yes;1;private;< 5;62;61;56
800;female;group C;associate's degree;free/reduced;none;married;regularly;yes;1;private;5 - 10;54;54;59
800;female;group C;some high school;standard;none;single;sometimes;no;1;private;5 - 10;75;86;84
800;female;group E;associate's degree;standard;none;married;regularly;no;1;school_bus;;73;81;82
800;male;group A;high school;standard;completed;single;regularly;no;1;school_bus;5 - 10;72;65;68
800;male;group E;some college;standard;none;single;regularly;no;2;school_bus;< 5;;66;69
800;female;group E;bachelor's degree;standard;none;married;regularly;no;2;school_bus;> 10;100;100;100
800;male;group C;some high school;standard;completed;;;no;2;;5 - 10;;73;68
800;female;group C;some college;standard;none;married;sometimes;yes;2;;5 - 10;67;78;72
800;female;;high school;free/reduced;none;divorced;sometimes;yes;2;private;5 - 10;64;67;61
800;female;group C;some college;free/reduced;none;single;regularly;no;2;school_bus;> 10;73;72;74
800;female;group C;some college;standard;completed;married;regularly;yes;2;private;< 5;77;92;92
800;male;group E;some college;standard;none;married;regularly;no;2;school_bus;5 - 10;52;43;47
800;female;group B;some college;free/reduced;completed;divorced;sometimes;no;2;school_bus;< 5;59;72;72
800;male;group C;associate's degree;free/reduced;none;married;regularly;yes;2;school_bus;5 - 10;87;84;79
800;female;group E;associate's degree;standard;none;married;sometimes;yes;3;school_bus;5 - 10;79;81;83
800;male;;some college;standard;none;single;never;yes;3;school_bus;5 - 10;83;72;60
800;male;group B;bachelor's degree;free/reduced;none;divorced;regularly;yes;3;private;> 10;75;72;72
800;male;;associate's degree;free/reduced;none;married;sometimes;no;3;school_bus;5 - 10;38;37;33
800;female;group C;some high school;standard;completed;married;sometimes;yes;3;private;< 5;37;60;58
800;female;group B;some high school;standard;;married;regularly;no;3;school_bus;> 10;62;69;67
800;male;group D;;standard;none;married;regularly;yes;4;school_bus;5 - 10;57;50;51
800;male;group C;some high school;standard;completed;;sometimes;yes;4;private;< 5;66;65;65
800;male;group A;some high school;free/reduced;none;married;sometimes;yes;4;;5 - 10;67;72;58
800;female;group C;;standard;none;single;regularly;yes;4;private;;;88;82
800;female;group E;associate's degree;free/reduced;none;divorced;sometimes;yes;5;school_bus;< 5;76;88;82
800;male;group C;associate's degree;standard;none;married;never;yes;5;private;< 5;54;54;47
801;male;;high school;standard;none;divorced;regularly;yes;0;school_bus;5 - 10;67;60;58
801;female;;high school;standard;completed;married;sometimes;yes;0;;< 5;70;78;75
801;male;;some high school;standard;none;married;sometimes;yes;0;school_bus;5 - 10;66;58;50
801;female;group D;master's degree;free/reduced;none;married;sometimes;yes;1;;5 - 10;57;73;74
801;female;group E;some high school;standard;none;divorced;sometimes;yes;1;school_bus;> 10;93;100;94
801;male;group D;high school;standard;completed;single;;yes;1;school_bus;> 10;71;63;66
801;female;group D;;free/reduced;none;single;sometimes;yes;1;;5 - 10;44;61;61
801;male;group D;bachelor's degree;free/reduced;none;married;sometimes;yes;1;private;< 5;91;75;82
801;female;group B;associate's degree;standard;none;single;sometimes;yes;1;school_bus;5 - 10;72;86;83
801;male;group A;high school;standard;none;married;never;yes;1;private;< 5;47;44;37
801;male;group C;high school;free/reduced;completed;married;regularly;yes;1;private;5 - 10;91;87;86
801;male;group B;high school;standard;completed;married;sometimes;yes;1;private;5 - 10;55;55;56
801;male;group C;some high school;standard;completed;single;;no;1;school_bus;5 - 10;;80;73
801;female;group A;high school;standard;none;single;regularly;no;1;school_bus;< 5;78;81;89
801;female;group B;high school;standard;none;married;sometimes;yes;2;school_bus;5 - 10;59;65;66
801;male;group D;some college;standard;none;married;sometimes;no;2;private;5 - 10;79;77;77
801;male;group C;master's degree;standard;;single;regularly;yes;2;private;5 - 10;;67;67
801;female;group E;master's degree;standard;none;married;regularly;no;2;;5 - 10;68;83;81
801;male;group D;associate's degree;free/reduced;none;single;regularly;yes;;school_bus;< 5;52;65;56
801;male;group E;some college;free/reduced;none;divorced;regularly;yes;;school_bus;< 5;63;60;55
801;male;group C;some high school;standard;none;married;never;yes;;school_bus;5 - 10;;49;47
801;male;group D;high school;standard;none;single;regularly;yes;3;private;5 - 10;47;42;36
801;female;group C;associate's degree;standard;completed;married;never;yes;3;private;5 - 10;65;77;77
801;female;group C;associate's degree;standard;none;single;regularly;yes;3;;< 5;77;79;76
801;female;group E;some college;standard;none;married;sometimes;no;3;private;5 - 10;66;69;65
801;female;group C;some high school;standard;none;divorced;sometimes;yes;3;private;;62;59;62
801;male;group D;high school;standard;completed;widowed;regularly;yes;4;school_bus;5 - 10;;57;61
801;female;group C;high school;standard;completed;married;sometimes;yes;4;school_bus;< 5;52;66;73
801;male;group B;associate's degree;standard;completed;single;never;no;5;private;< 5;93;88;85
801;male;group C;bachelor's degree;free/reduced;completed;married;never;no;5;private;< 5;68;70;71
802;male;group D;high school;standard;none;married;sometimes;yes;0;school_bus;> 10;70;74;68
802;male;group B;high school;standard;none;single;regularly;yes;0;school_bus;> 10;64;59;55
802;male;group C;;standard;none;married;regularly;yes;0;school_bus;5 - 10;80;82;75
802;female;group E;high school;free/reduced;none;married;regularly;yes;0;private;5 - 10;49;53;49
802;female;group D;some high school;free/reduced;completed;married;sometimes;yes;1;school_bus;< 5;;45;41
802;female;group B;associate's degree;free/reduced;completed;single;sometimes;yes;1;school_bus;5 - 10;77;90;99
802;male;group D;associate's degree;standard;none;married;sometimes;yes;1;private;5 - 10;74;71;72
802;male;group D;bachelor's degree;standard;none;married;never;yes;1;private;5 - 10;68;60;62
802;female;group C;some high school;free/reduced;none;married;sometimes;no;1;school_bus;5 - 10;45;61;55
802;male;group C;some high school;standard;none;divorced;sometimes;no;1;private;5 - 10;61;59;45
802;male;group B;master's degree;standard;completed;single;regularly;yes;1;private;5 - 10;83;85;93
802;male;group B;associate's degree;free/reduced;completed;married;regularly;yes;1;private;5 - 10;87;93;90
802;male;group B;associate's degree;standard;none;married;regularly;yes;1;private;> 10;72;62;62
802;male;group A;associate's degree;standard;none;married;sometimes;no;1;school_bus;< 5;64;59;62
802;female;group C;some college;standard;none;divorced;sometimes;yes;1;school_bus;5 - 10;35;58;48
